team_name,team_role,id,_id,anticapitalism,baseThirst,buoyancy,chasiness,coldness,continuation,divinity,groundFriction,indulgence,laserlikeness,martyrdom,moxie,musclitude,name,omniscience,overpowerment,patheticism,ruthlessness,shakespearianism,suppression,tenaciousness,thwackability,tragicness,unthwackability,watchfulness,pressurization,totalFingers,soul,deceased
Fridays,lineup,2f3d7bc7-6ffb-40c3-a94f-5e626be413c9,2f3d7bc7-6ffb-40c3-a94f-5e626be413c9,0.998367518441919,0.12437026015418096,0.3735991739465876,0.07918947669633547,0.2686171933163204,0.26283901283568345,0.07669163397958556,0.6107206561163028,0.013309581426174999,0.6760214480984057,0.8309952712680824,0.8077170291846221,0.2533087272825192,Elijah Valenzuela,0.6166775901535595,0.17912563614845234,0.10754660188605736,0.12873664960332398,0.9048424143643761,0.7714308803501329,0.6817171665300998,0.8146408261929536,0,0.8420336196726095,0.5687938494519482,0.03699601846995981,10,9,False
Fridays,lineup,4941976e-31fc-49b5-801a-18abe072178b,4941976e-31fc-49b5-801a-18abe072178b,0.9479515826247507,0.16767307567689316,0.0675675982002153,0.74539677152454,0.7869255934411592,0.5810692168902463,0.4680872954436093,0.9753718821098651,0.07446473761435679,0.5500785966604405,0.6386141947816,0.8788316867811434,0.5256353699365734,Sebastian Sunshine,0.534274822822997,0.45995428588353815,0.5609297151058139,0.9412385580239413,0.6624951099396303,0.07188957481919322,0.8360137558629352,0.26518099789633065,0,0.5588289745813522,0.11865463882493943,0.8987735111304969,10,5,False
Fridays,lineup,57448b62-f952-40e2-820c-48d8afe0f64d,57448b62-f952-40e2-820c-48d8afe0f64d,0.5227194412416742,0.20721087289860418,0.7047224972045563,0.4553310939383539,0.20407884696789957,0.4458642380287532,0.1882098132863459,0.1082438338980205,0.7301966936791613,0.226393427976062,0.941956785475577,0.6857060154528274,0.23108752283618927,Jessi Wise,0.9712111511678225,0.2838489471752128,0.28271261013622206,0.06995265813842955,0.39660983712047115,0.7143814806473521,0.026224605739023188,0.7803981763852239,0,0.937915580090428,0.9996460685494921,0.5290247752240496,10,6,False
Fridays,lineup,b3d518b9-dc68-4902-b68c-0022ceb25aa0,b3d518b9-dc68-4902-b68c-0022ceb25aa0,0.15438368023224158,0.4318582029378324,0.1814601333331245,0.19670951033710415,0.3705940425432557,0.70024446852466,0.9091140281143333,0.8434433359934581,0.34958818454187024,0.2399131644355854,0.09610914562524986,0.1496778041748874,0.6817403288661497,Hendricks Rangel,0.7925517760992544,0.4440430736798444,0.4293520654739338,0.5628319677895781,0.012028070679494185,0.06434164102358797,0.2532848241499317,0.9819399397687985,0,0.4094184020711489,0.925853408234039,0.7754850179628143,10,4,False
Fridays,lineup,8a6fc67d-a7fe-443b-a084-744294cec647,8a6fc67d-a7fe-443b-a084-744294cec647,0.14042473488246654,0.18717500249331298,0.14469647935264573,0.5894806054388231,0.321483972644119,0.8740831971367913,0.7261608088449638,0.18098625400780644,0.7605540990573691,0.7392805477741109,0.21531679222113187,0.757573536639732,0.615553009093045,Terrell Bradley,0.07068812625944854,0.9783245948543493,0.7023181429726737,0.07550677443851095,0.2738320226665192,0.47572758057470943,0.14052321142958402,0.15145351749251446,0,0.17915809995204257,0.05427470617930785,0.646657474604253,10,3,False
Fridays,lineup,3a96d76a-c508-45a0-94a0-8f64cd6beeb4,3a96d76a-c508-45a0-94a0-8f64cd6beeb4,0.7510778761004635,0.9945910098813575,0.027886033904529484,0.037486628588708104,0.7923552145782384,0.11088942842426586,0.5602472288337144,0.9328309375419426,0.18531738122272512,0.003597256417926964,0.2450712982957679,0.7551427456510231,0.8961141907399106,Thomas England,0.5516139563915254,0.7890681696087698,0.888999883839771,0.4703763093512032,0.10241051033940418,0.06180596134093563,0.28609749506327,0.17573329673403615,0,0.5613377812966251,0.40710433397295476,0.7491665436375463,10,4,False
Fridays,lineup,1e8b09bd-fbdd-444e-bd7e-10326bd57156,1e8b09bd-fbdd-444e-bd7e-10326bd57156,0.6144051031173237,0.8015181675268017,0.823288868078057,0.3771668324128452,0.651663446417313,0.09549785276504408,0.16016420792295993,0.07767639703853835,0.40301804837532074,0.02605391728903128,0.7281017029788257,0.7110490851894771,0.9321563773088923,Fletcher Yamamoto,0.2024485073826252,0.6828304973873163,0.662686279983776,0.7117438009777537,0.6331437578715957,0.7602126235821529,0.2717890443541955,0.3692288437026845,0,0.34131422262101485,0.28484168586695513,0.8296917870783806,10,9,False
Fridays,lineup,c0732e36-3731-4f1a-abdc-daa9563b6506,c0732e36-3731-4f1a-abdc-daa9563b6506,0.28990209968268243,0.8306482969930991,0.39616963795067694,0.3619793719586337,0.8182354539408672,0.793301841498254,0.8574110983100398,0.8162508249428369,0.7651524357516897,0.21648878168632035,0.5650926345792766,0.9799968085446795,0.925663924495939,Nagomi Mcdaniel,0.49255474623540274,0.6512059797939043,0.2608346293001327,0.46832442290662146,0.844276127310948,0.4303914938571418,0.25020638571288,0.7212287310043544,0,0.7766848135958213,0.09637882128618425,0.572681607691041,10,4,False
Fridays,lineup,9ac2e7c5-5a34-4738-98d8-9f917bc6d119,9ac2e7c5-5a34-4738-98d8-9f917bc6d119,0.49463868618693474,0.6376191402220648,0.029078632251762437,0.25407894922592367,0.2195409900257801,0.016637759827929477,0.06650173029039697,0.01963245976815764,0.5453760078403247,0.6423313618383195,0.670276658741584,0.1277511574297121,0.5985148737860346,Christian Combs,0.004165050183100982,0.43316005272141456,0.6291157199084043,0.5892687738128164,0.25088986318889184,0.7613702862794627,0.9981937893959358,0.7653616325495523,0,0.7070256723902437,0.5445565534485348,0.9194240369628592,10,6,False
Fridays,rotation,7b55d484-6ea9-4670-8145-986cb9e32412,7b55d484-6ea9-4670-8145-986cb9e32412,0.7486339400964459,0.45770711863482116,0.129781173608835,0.2716233552899727,0.23222373676014363,0.2810446272332914,0.6926935572783384,0.7815862929162662,0.7628121732913022,0.7293056168836229,0.5756931415921875,0.9067367377706035,0.5385722893193499,Stevenson Heat,0.7427341912762244,0.49432878265735436,0.7998353188333969,0.22748023260522432,0.8166408168134787,0.9791959345627683,0.20652516966470302,0.9301642570906266,0,0.14259851683625246,0.13978966009019222,0.6248521086987548,10,4,False
